,Country Name,Time,International Tourism Expenditures USD,International Tourism Arrivals,International Tourism Receipts USD,GDP in USD
1237,Middle East & North Africa,2018.0,114515524741.219,139804138.011964,131897142629.07,3516514202416.88
636,Mexico,2017.0,13647000000,99349000,22467000000,1158912015259.01
637,Mexico,2018.0,14074000000,96497000,23802000000,1222405556421.13
638,Mexico,2019.0,12300000000,97406000,25847000000,1269009571610.76
639,Mexico,2020.0,4286000000,51128000,11449000000,1090514966785.91
635,Mexico,2016.0,12823000000,94853000,20619000000,1078493059306.95
630,Mauritius,2016.0,683000000,1307000,1824000000,12594155346.298
631,Mauritius,2017.0,738000000,1371000,2005000000,13713505998.0391
632,Mauritius,2018.0,663000000,1431000,2161000000,14735695930.9727
633,Mauritius,2019.0,656000000,1418000,2024000000,14436347115.2893
634,Mauritius,2020.0,224000000,316000,518000000,11401040995.9946
629,Mauritania,2020.0,35000000,..,6400000.09536743,8405498735.74293
628,Mauritania,2019.0,56000000,..,13699999.8092651,8066118984.30581
627,Mauritania,2018.0,38000000,..,6000000,7473550557.07378
626,Mauritania,2017.0,61000000,..,24000000,6800138755.34592
625,Mauritania,2016.0,74000000,..,33000000,6398741855.76276
622,Marshall Islands,2018.0,31399999.6185303,6800.00019073486,20100000.3814697,219330300
621,Marshall Islands,2017.0,27600000.3814697,6000,18100000.3814697,212701200
620,Marshall Islands,2016.0,27000000,5400.00009536743,30399999.6185303,200716000
612,Mali,2018.0,255000000,203000,231000000,17070867577.6666
611,Mali,2017.0,220000000,193000,206399993.896484,15365713059.1057
610,Mali,2016.0,213000000,173000,201600006.103516,14026048334.2131
609,Maldives,2020.0,106000000,555000,1409000000,3746329358.28788
608,Maldives,2019.0,431000000,1703000,3171000000,5609385433.592
607,Maldives,2018.0,414000000,1484000,3054000000,5300949822.99805
606,Maldives,2017.0,369000000,1390000,2771000000,4754185598.8417
605,Maldives,2016.0,347000000,1286000,2640000000,4379134272.943
602,Malaysia,2018.0,13207000000,25832000,21775000000,358788833524.945
600,Malaysia,2016.0,11339000000,26757000,19682000000,301255332137.075
601,Malaysia,2017.0,12145000000,25948000,20311000000,319109103242.055
603,Malaysia,2019.0,13694000000,26101000,22200000000,365177744321.011
604,Malaysia,2020.0,5206000000,4333000,3386000000,337339463179.961
599,Malawi,2020.0,119000000,..,35000000,12056108780.2073
598,Malawi,2019.0,195000000,..,62000000,11025371147.1876
597,Malawi,2018.0,174000000,871000,55000000,9880675785.93057
596,Malawi,2017.0,120000000,837000,35000000,8943543677.18899
595,Malawi,2016.0,100000000,849000,30000000,7909868618.46366
590,Madagascar,2016.0,300000000,333000,912000000,11848613859.5279
593,Madagascar,2019.0,319000000,486000,951000000,14104664677.9627
592,Madagascar,2018.0,309000000,360000,879000000,13760033282.6071
591,Madagascar,2017.0,319000000,285000,849000000,13176313593.5509
594,Madagascar,2020.0,97000000,87099.9984741211,202000000,13051441203.4474
589,"Macao SAR, China",2020.0,886000000,5897000,9442000000,25459685019.548
588,"Macao SAR, China",2019.0,2034000000,39406000,41166000000,55204960999.5882
587,"Macao SAR, China",2018.0,1941000000,35804000,41478000000,55284309690.2698
585,"Macao SAR, China",2016.0,1500000000,30950000,31155000000,45070807279.6288
586,"Macao SAR, China",2017.0,1702000000,32611000,36595000000,50440935654.0075
582,Luxembourg,2018.0,2872000000,1018000,5642000000,71000359760.4599
584,Luxembourg,2020.0,2458000000,525000,4454000000,73992591285.3017
581,Luxembourg,2017.0,2607000000,1046000,5472000000,65712180342.9842
580,Luxembourg,2016.0,2048000000,1054000,5606000000,62216885435.9505
583,Luxembourg,2019.0,3288000000,1041000,5645000000,69825641851.0104
1230,Lower middle income,2016.0,98683577156.5498,146764495.238977,98018347429.2237,5997917461749.4
1231,Lower middle income,2017.0,111102900536.403,166574125.990859,118023139753.334,6447085710234.66
1232,Lower middle income,2018.0,121831731222.598,192813989.629173,133339168765.262,6606760498754.65
1233,Lower middle income,2019.0,133692161691.436,207722217.280817,145059485965.47,6874526773448.25
1225,Low income,2016.0,..,13028546.9680762,8614503881.66773,444439642488.111
1226,Low income,2017.0,..,14021098.7639868,8999448387.80904,491499092098.709
1228,Low income,2019.0,..,17409971.529363,11751847677.4162,442286990942.081
1227,Low income,2018.0,..,17021655.3602576,11679698812.7254,415816146816.49
550,Lebanon,2016.0,5252000000,1688000,7373000000,51147308773.9304
551,Lebanon,2017.0,5704000000,1857000,8086000000,53027680685.8375
552,Lebanon,2018.0,6395000000,1964000,8694000000,54901519155.6219
553,Lebanon,2019.0,6495000000,1936000,8717000000,51605959131.3654
554,Lebanon,2020.0,1699000000,..,2369000000,31712128253.7961
1218,Least developed countries: UN classification,2019.0,13064499219.9862,40176417.3590637,26746319783.4889,1142396570094.39
1216,Least developed countries: UN classification,2017.0,11787174468.3176,34557520.6921775,21500887186.3327,1104009004406.99
1215,Least developed countries: UN classification,2016.0,10733777448.6297,32624657.6546745,20172369303.0441,990949126516.125
1217,Least developed countries: UN classification,2018.0,12833855271.2691,38555567.9067446,24732461286.5662,1088187940163.63
1213,Latin America & the Caribbean (IDA & IBRD countries),2019.0,72084531612.9108,172908916.919959,86710962273.7145,5371331762438.8
1212,Latin America & the Caribbean (IDA & IBRD countries),2018.0,77084923602.841,173715171.225937,85166901575.9189,5464428426578.1
1211,Latin America & the Caribbean (IDA & IBRD countries),2017.0,77049312751.9688,175407000,81435539842.3973,5593216809529.63
1210,Latin America & the Caribbean (IDA & IBRD countries),2016.0,66731592400.7148,165767000,76695528986.0043,5015399889886.8
1205,Latin America & Caribbean (excluding high income),2016.0,60398218880.574,156330000,71234508365.4837,4465515336167.3
1206,Latin America & Caribbean (excluding high income),2017.0,69958386559.3637,165093000,75265640563.8095,4980919738935.91
1207,Latin America & Caribbean (excluding high income),2018.0,69923884308.9573,164604173.905129,79006050569.6583,4836605850788.75
1208,Latin America & Caribbean (excluding high income),2019.0,64890411785.939,165233236.99443,81459149602.4918,4769077474514.31
1203,Latin America & Caribbean,2019.0,75643090718.272,201856013.686497,104584816431.255,5622813152782.54
1202,Latin America & Caribbean,2018.0,80791735173.5111,201522429.427424,101815368841.855,5706087467774.46
1201,Latin America & Caribbean,2017.0,80940138324.0456,202720683.376421,98412826249.6212,5832610432359.4
1200,Latin America & Caribbean,2016.0,70244511260.5201,193556155.198286,93835317530.7462,5249746391043.57
544,Lao PDR,2020.0,260000000,886400.024414063,227000000,18981800705.0794
543,Lao PDR,2019.0,1029000000,4791000,974000000,18740559554.1632
542,Lao PDR,2018.0,1005000000,4186000,833000000,18141651381.3884
541,Lao PDR,2017.0,930000000,3869000,655000000,17071162084.4067
540,Lao PDR,2016.0,912099975.585938,4239000,717000000,15912495368.8717
537,Kyrgyz Republic,2018.0,451000000,6947000,518000000,8271106196.04253
535,Kyrgyz Republic,2016.0,582000000,3853000,477000000,6813095396.14317
536,Kyrgyz Republic,2017.0,422000000,4568000,480000000,7702938395.18458
538,Kyrgyz Republic,2019.0,519000000,8508000,708000000,8871019822.76098
539,Kyrgyz Republic,2020.0,185000000,..,195000000,7780873258.66887
534,Kuwait,2020.0,6696000000,2161000,524000000,105948765156.029
533,Kuwait,2019.0,15839000000,8565000,1198000000,136191752590.897
532,Kuwait,2018.0,14318000000,8508000,919000000,138202309918.726
531,Kuwait,2017.0,13722000000,7407000,643000000,120687635952.46
530,Kuwait,2016.0,13232000000,7055000,831000000,109406169162.833
524,"Korea, Rep.",2020.0,16705000000,2519000,11776000000,1644312785467.12
523,"Korea, Rep.",2019.0,35339000000,17503000,25456000000,1651422932447.77
522,"Korea, Rep.",2018.0,38022000000,15347000,23104000000,1724845615629.26
521,"Korea, Rep.",2017.0,34453000000,13336000,17173000000,1623901496835.79
520,"Korea, Rep.",2016.0,29817000000,17242000,20924000000,1500111596236.37
511,Kiribati,2017.0,24569999.6948242,7500,5170000.07629395,188540699.145686
508,Kenya,2019.0,..,2049000,1762000000,100378435824.178
507,Kenya,2018.0,..,2025000,1784000000,92202979940.671
506,Kenya,2017.0,..,1449000,1564000000,82036511258.8324
505,Kenya,2016.0,..,1340000,1472000000,74815143796.3978
504,Kazakhstan,2020.0,861000000,2035000,589000000,171082365723.326
503,Kazakhstan,2019.0,2955000000,8515000,2922000000,181667185041.48
502,Kazakhstan,2018.0,2852000000,8789000,2651000000,179339977517.062
501,Kazakhstan,2017.0,2695000000,7701000,2356000000,166805788966.78
500,Kazakhstan,2016.0,2580000000,6509000,2038000000,137278320084.171
496,Jordan,2017.0,1496000000,4565000,5549000000,41608435915.493
495,Jordan,2016.0,1367000000,4236000,4943000000,39892551126.7606
497,Jordan,2018.0,1493000000,4922000,6221000000,43370860704.2254
498,Jordan,2019.0,1569000000,5361000,6765000000,44503005774.6479
499,Jordan,2020.0,408000000,1240000,1745000000,43579916197.1831
493,Japan,2019.0,29146000000,31881000,49209000000,5117993853016.51
492,Japan,2018.0,28097000000,31191000,45276000000,5040880939324.86
491,Japan,2017.0,25774000000,28691000,36978000000,4930837369151.42
490,Japan,2016.0,25968000000,24039000,33456000000,5003677627544.24
494,Japan,2020.0,6741000000,4115799.8046875,11395000000,5048789595589.43
482,Italy,2018.0,37644000000,93228601.5625,51602000000,2091932426266.94
480,Italy,2016.0,30584000000,84925000,42423000000,1877071687633.83
481,Italy,2017.0,34819000000,89931000,46719000000,1961796197354.37
483,Italy,2019.0,37908000000,95399000,51910000000,2011302198827.41
484,Italy,2020.0,12965000000,38419000,20459000000,1897210466667.52
479,Israel,2020.0,2175000000,..,2661000000,413267669231.522
478,Israel,2019.0,10389000000,4905000,8459000000,402470513619.148
477,Israel,2018.0,9975000000,4389000,8048000000,376691526553.276
476,Israel,2017.0,8985000000,3863000,7602000000,358245427458.541
475,Israel,2016.0,8210000000,3070000,6616000000,322102790386.835
469,Ireland,2020.0,2334000000,..,4160000000,425852281928.114
468,Ireland,2019.0,8156000000,10951000,14808000000,399321701632.424
467,Ireland,2018.0,7541000000,10926000,15276000000,385736680797.111
466,Ireland,2017.0,6616000000,10338000,14294000000,336377500160.549
465,Ireland,2016.0,6234000000,10100000,12649000000,299091127524.513
461,Iraq,2017.0,8093000000,..,2959000000,187217660050.676
460,Iraq,2016.0,7647000000,..,3120000000,166602488747.885
462,Iraq,2018.0,7855000000,..,1986000000,227367469034.031
463,Iraq,2019.0,10925000000,..,3593000000,233636097800.338
464,Iraq,2020.0,4172000000,..,955000000,180924091442.953
457,"Iran, Islamic Rep.",2018.0,9271000000,7295000,5252000000,327900695065.853
456,"Iran, Islamic Rep.",2017.0,12568000000,4867000,4531000000,486630147094.69
455,"Iran, Islamic Rep.",2016.0,11142000000,4942000,4634000000,457954614595.24
452,Indonesia,2018.0,13171000000,15810000,17915000000,1042271532953.36
450,Indonesia,2016.0,9932000000,11519000,12566000000,931877364033.902
451,Indonesia,2017.0,10945000000,14040000,14691000000,1015618744168.15
453,Indonesia,2019.0,14449000000,16107000,18405000000,1119099871386.16
454,Indonesia,2020.0,1980000000,4053000,3533000000,1059054842711.72
449,India,2020.0,15777000000,..,13413000000,2671595389575.7
448,India,2019.0,28595000000,17914000,31661000000,2835606242052.48
447,India,2018.0,25790000000,17423000,29143000000,2702929639861.5
446,India,2017.0,21856000000,15543000,27878000000,2651474263257.15
445,India,2016.0,19184000000,14570000,23111000000,2294796889945.04
1193,IDA total,2019.0,44683288685.967,100914423.764227,45396369606.8399,2457261018776.7
1192,IDA total,2018.0,40201044515.955,93089667.6452262,42040713817.6538,2373505833478.72
1191,IDA total,2017.0,32752255830.3691,78201600.2766101,37443652752.52,2288777969587.38
1190,IDA total,2016.0,27144657870.8959,71605647.798736,33806058987.5273,2188895718882.44
1188,IDA only,2019.0,17082193037.9703,63144062.5081978,35608230395.6728,1387560546701.72
1187,IDA only,2018.0,16440068107.5961,58328493.7275152,32347248555.226,1324642536591.81
1186,IDA only,2017.0,14941721782.9039,50308715.5381637,28053764792.6281,1328753994737.09
1185,IDA only,2016.0,14254780934.8461,46337010.2452196,26758326392.2471,1211573767471.71
1181,IDA blend,2017.0,18164479575.6886,..,10151705391.7013,960023974850.292
1182,IDA blend,2018.0,24345076315.1049,..,10652993522.6195,1048863296886.91
1183,IDA blend,2019.0,28252107323.7521,..,10859684429.0933,1069700472074.97
1180,IDA blend,2016.0,13035814678.8607,..,7911800004.60148,977321951410.728
435,Hungary,2016.0,2738000000,52890000,7481000000,128609822750.039
436,Hungary,2017.0,3049000000,54962000,8448000000,143112196040.326
437,Hungary,2018.0,3239000000,57667000,9618000000,160565642983.587
439,Hungary,2020.0,1334000000,31641000,4224000000,157227094449.074
438,Hungary,2019.0,3352000000,61397000,10225000000,164020460331.659
430,"Hong Kong SAR, China",2016.0,24141000000,56655000,37838000000,320860317562.562
433,"Hong Kong SAR, China",2019.0,..,55913000,32697000000,363074560517.276
432,"Hong Kong SAR, China",2018.0,26498000000,65148000,42313000000,361731070995.726
431,"Hong Kong SAR, China",2017.0,25388000000,58472000,38170000000,341273289534.466
428,Honduras,2019.0,655000000,2315000,556000000,25089937108.6681
429,Honduras,2020.0,230000000,669000,189000000,23827859694.7921
427,Honduras,2018.0,558000000,2323000,601000000,24067750465.9361
426,Honduras,2017.0,517000000,2144000,610000000,23136248046.2979
425,Honduras,2016.0,482000000,2228000,585000000,21717604580.8627
1168,High income,2019.0,959672417447.196,1522430052.79407,1152146571725.37,55315474922573.3
1167,High income,2018.0,950125360049.516,1491870217.10045,1147990968330.66,54839704976037.1
1166,High income,2017.0,882421696486.874,1453128423.16718,1059774547836.21,51570870016899.8
1165,High income,2016.0,815711476166.757,1403510281.67581,989702994396.272,49306277527564.3
1161,Heavily indebted poor countries (HIPC),2017.0,11066297328.2489,27119321.1667896,16462865233.7835,809850137940.151
1160,Heavily indebted poor countries (HIPC),2016.0,10878560152.5165,25289047.2324128,15777030392.8309,731974952060.25
1163,Heavily indebted poor countries (HIPC),2019.0,12478988024.1891,29134874.0028677,20858320354.982,799160667507.735
1162,Heavily indebted poor countries (HIPC),2018.0,11938931650.7596,29458450.954646,19734803845.2177,771241850302.934
421,Haiti,2017.0,485000000,1262000,460000000,15093357143.42
422,Haiti,2018.0,599000000,1333000,620000000,16403864521.4121
420,Haiti,2016.0,503000000,1153000,511000000,14069277532.4999
412,Guinea-Bissau,2018.0,74599998.4741211,55000,20000000,1504630233.68639
411,Guinea-Bissau,2017.0,..,49500,16440000.5340576,1350177012.24771
413,Guinea-Bissau,2019.0,88900001.5258789,52400.0015258789,18920000.0762939,1439638410.99593
406,Guinea,2017.0,102400001.525879,99000,16600000.3814697,10324668270.876
409,Guinea,2020.0,1075099975.58594,..,1289999.96185303,14177835840.8311
408,Guinea,2019.0,419500000,..,10399999.6185303,13442861496.5747
407,Guinea,2018.0,411700012.207031,..,4699999.80926514,11857030366.4598
405,Guinea,2016.0,16299999.2370605,63000,16600000.3814697,8595955600.7877
401,Guatemala,2017.0,1066000000,2120000,1217599975.58594,71653756504.1625
400,Guatemala,2016.0,1032000000,1906000,1202699951.17188,66053402744.7267
404,Guatemala,2020.0,346000000,594000,298500000,77715183063.2054
402,Guatemala,2018.0,1105000000,2406000,1235099975.58594,73328369925.8478
403,Guatemala,2019.0,1128000000,2560000,1227199951.17188,77172313916.4218
392,Grenada,2018.0,42000000,529000,548000000,1166514814.81481
391,Grenada,2017.0,38000000,468000,482000000,1125685185.18519
390,Grenada,2016.0,40000000,474000,437000000,1061640740.74074
384,Greece,2020.0,1500000000,7406000,6193000000,188925995936.803
381,Greece,2017.0,3306000000,30161000,19139000000,199844406013.533
382,Greece,2018.0,3910000000,33072000,21594000000,212049447242.107
383,Greece,2019.0,4211000000,34005000,23003000000,205257014892.498
380,Greece,2016.0,3412000000,28071000,16811000000,193148146586.938
374,Ghana,2020.0,946000000,..,191000000,70043095503.2503
373,Ghana,2019.0,1380000000,..,1490000000,68337974418.7681
372,Ghana,2018.0,1329000000,..,996000000,67298913752.0241
371,Ghana,2017.0,1581000000,..,919000000,60405920071.1024
370,Ghana,2016.0,1571000000,..,952000000,56164933479.4044
367,Germany,2018.0,103502000000,38881000,59446000000,3974443355019.53
368,Germany,2019.0,101231000000,39563000,58372000000,3888226035921.49
366,Germany,2017.0,97163000000,37452000,55750000000,3690849152517.69
365,Germany,2016.0,87412000000,35555000,52234000000,3469853463945.63
361,Georgia,2017.0,853000000,6483000,2971000000,16242647229.7398
360,Georgia,2016.0,706000000,5393000,2315000000,15141598622.5692
364,Georgia,2020.0,292000000,1513000,586000000,15842922532.7202
363,Georgia,2019.0,1124000000,7726000,3551000000,17470436258.5131
362,Georgia,2018.0,960000000,7203000,3518000000,17596922469.9152
355,"Gambia, The",2016.0,7199999.80926514,450000,88000000,1484578897.15783
357,"Gambia, The",2018.0,10399999.6185303,552000,174000000,1670671340.37966
356,"Gambia, The",2017.0,8500000,522000,128000000,1504909447.77459
359,"Gambia, The",2020.0,5199999.80926514,246000,53000000,1812170878.30632
358,"Gambia, The",2019.0,10000000,620000,157000000,1813609679.15313
345,French Polynesia,2016.0,226000000,241000,782000000,5497036486.74487
343,France,2019.0,59751000000,217877000,70776000000,2728870246705.83
341,France,2017.0,53787000000,207274000,67717000000,2595151045197.67
342,France,2018.0,59131000000,211998000,72518000000,2790956878746.61
340,France,2016.0,49029000000,203042000,63557000000,2472964344587.23
344,France,2020.0,31193000000,117109000,35958000000,2639008701648.21
1155,Fragile and conflict affected situations,2016.0,32650144143.2217,..,27557594253.8476,1555352426735.14
338,Finland,2019.0,6841000000,3290000,5944000000,268514916972.544
339,Finland,2020.0,1940000000,896000,1757000000,271886077382.097
337,Finland,2018.0,7223000000,3224000,5762000000,275708001767.838
336,Finland,2017.0,6740000000,3180000,5210000000,255647979916.473
335,Finland,2016.0,6199000000,2789000,4017000000,240771351298.84
334,Fiji,2020.0,77000000,168000,236000000,4477030179.83128
333,Fiji,2019.0,174000000,969000,1345000000,5481692621.61125
332,Fiji,2018.0,160000000,1058000,1370000000,5581425890.96651
331,Fiji,2017.0,138000000,1027000,1243000000,5353468387.56019
330,Fiji,2016.0,119000000,963000,1149000000,4930213787.50451
1153,European Union,2019.0,375550608102.227,968873375.260994,432150008319.399,15692624900173
1150,European Union,2016.0,309087314096.998,870371000,357446356978,13889039447069.8
1151,European Union,2017.0,344050957736.601,910869000,395733644219.927,14764668937681.1
1152,European Union,2018.0,375317328796.361,938485601.5625,431696488610.397,15979881686055.6
1140,Europe & Central Asia (excluding high income),2016.0,58941076538.0048,134101499.894963,64794278566.6343,2777867803805.59
1141,Europe & Central Asia (excluding high income),2017.0,72343375117.8486,149456827.794733,77226677470.1218,3118424956384.82
1142,Europe & Central Asia (excluding high income),2018.0,79423074237.7472,169084765.500036,89044934207.6748,3182909933137.88
1143,Europe & Central Asia (excluding high income),2019.0,82567114084.4852,180880471.54687,93373739042.8823,3248044237780.69
1147,Europe & Central Asia (IDA & IBRD countries),2018.0,91384400506.6236,314784745.548675,115984030644.059,4076336318031.97
1145,Europe & Central Asia (IDA & IBRD countries),2016.0,68300773289.1304,274218218.147916,85964198034.1434,3485571017748.05
1146,Europe & Central Asia (IDA & IBRD countries),2017.0,83037467892.8839,294608725.405586,101716945309.785,3909150827560.03
1148,Europe & Central Asia (IDA & IBRD countries),2019.0,94379487631.8316,331546366.211299,121077049953.365,4156449775997.6
1138,Europe & Central Asia,2019.0,547492928570.908,1199188498.74821,589620761238.282,22910270792580.6
1137,Europe & Central Asia,2018.0,545834313437.512,1157868194.79519,584532109736.119,23193777815580.4
1136,Europe & Central Asia,2017.0,503747289464.858,1112981075.45227,531628546557.157,21655200512836.2
1135,Europe & Central Asia,2016.0,448970238541.501,1055431735.20262,477407366615.342,20419509740630.1
1130,Euro area,2016.0,270138366471.857,590598000,297293396466.562,11973696253892.8
1133,Euro area,2019.0,324149258676.854,655573447.522239,355218744907.194,13418360523881.5
1131,Euro area,2017.0,298663421146.429,617852000,326730490336.465,12679719055232.6
1132,Euro area,2018.0,324974359715.612,638607601.5625,356076161403.959,13698192927474.5
324,Ethiopia,2020.0,322500000,518000,2282000000,107657734392.446
323,Ethiopia,2019.0,661000000,812000,3529000000,95912607970.1686
322,Ethiopia,2018.0,612700012.207031,849000,3548000000,84269196152.0333
321,Ethiopia,2017.0,363500000,933000,2505000000,81770886908.5198
320,Ethiopia,2016.0,461000000,871000,2138000000,74296745599.0048
316,Eswatini,2017.0,74000000,1343000,13199999.8092651,4402969225.92165
319,Eswatini,2020.0,36400001.5258789,345299.987792969,7300000.19073486,3982236726.3678
317,Eswatini,2018.0,43000000,1277000,16399999.6185303,4666598023.91856
318,Eswatini,2019.0,33000000,1226000,14300000.1907349,4466214522.19539
315,Eswatini,2016.0,33000000,1279000,13199999.8092651,3816019222.86268
314,Estonia,2020.0,676000000,1695000,865000000,31370395572.7653
313,Estonia,2019.0,1808000000,6103000,2310000000,31081901909.2151
312,Estonia,2018.0,1647000000,6033000,2326000000,30624720196.2285
311,Estonia,2017.0,1395000000,6145000,2124000000,26924385103.0662
310,Estonia,2016.0,1299000000,5942000,1911000000,24072829276.775
305,Eritrea,2016.0,..,142000,48000000,..
298,El Salvador,2019.0,504000000,2639000,1664000000,26881140000
296,El Salvador,2017.0,466000000,2247000,1227000000,24979190000
295,El Salvador,2016.0,451000000,2052000,1161000000,24191430000
299,El Salvador,2020.0,162000000,707000,755000000,24930080000
297,El Salvador,2018.0,490000000,2536000,1370000000,26020850000
291,"Egypt, Arab Rep.",2017.0,2419000000,8292000,8636000000,248362771739.13
292,"Egypt, Arab Rep.",2018.0,2897000000,11346000,12704000000,262588632526.73
293,"Egypt, Arab Rep.",2019.0,3718000000,13026000,14256000000,318678815489.749
294,"Egypt, Arab Rep.",2020.0,2578000000,..,4874000000,383817841547.099
290,"Egypt, Arab Rep.",2016.0,4351000000,5399000,3306000000,332441717791.411
288,Ecuador,2019.0,1650000000,2108000,2288000000,108108009000
287,Ecuador,2018.0,1523000000,2535000,2279000000,107562008000
286,Ecuador,2017.0,1463000000,1806000,2018000000,104295862000
285,Ecuador,2016.0,1454000000,1569000,1729000000,99937696000
289,Ecuador,2020.0,533000000,..,705000000,99291124000
1113,Early-demographic dividend,2019.0,185846485408.361,369336988.869679,266594979546.452,11696252034573.3
1112,Early-demographic dividend,2018.0,186955456590.85,350576700.187856,244161558291.944,11465084494129.5
1111,Early-demographic dividend,2017.0,178270493694.353,326787964.841898,219795837364.421,11335422969863.6
1110,Early-demographic dividend,2016.0,163187553569.318,301876958.468592,188151731018.75,10480129806000.4
282,Dominican Republic,2018.0,1006000000,7551000,7561000000,85555390385.9812
281,Dominican Republic,2017.0,940000000,7296000,7184000000,79998045975.5137
280,Dominican Republic,2016.0,882000000,6769000,6720000000,75704647977.2591
277,Dominica,2018.0,28000000,199000,111000000,554770370.37037
276,Dominica,2017.0,28000000,230000,161000000,521551851.851852
275,Dominica,2016.0,33000000,356000,198000000,576229629.62963
270,Djibouti,2016.0,..,..,33500000,2604955228.70117
272,Djibouti,2018.0,..,..,57000000,2913466732.12507
271,Djibouti,2017.0,..,..,36200000,2762581334.22612
265,Denmark,2016.0,9174000000,28692000,7494000000,313115929314.339
266,Denmark,2017.0,9804000000,30736000,8508000000,332121063806.391
267,Denmark,2018.0,10485000000,30801000,9097000000,356841216410.068
264,Czechia,2020.0,3495000000,..,3890000000,245974558654.043
263,Czechia,2019.0,6034000000,37202000,7967000000,252548179964.897
262,Czechia,2018.0,6074000000,36268000,8283000000,249000540729.179
261,Czechia,2017.0,5533000000,34701000,7695000000,218628940951.675
260,Czechia,2016.0,4962000000,32519000,7041000000,196272068576.338
259,Cyprus,2020.0,880000000,..,663000000,25008266159.2479
258,Cyprus,2019.0,1596000000,4117000,3245000000,25945194240.4544
257,Cyprus,2018.0,1569000000,4024000,3449000000,25597301190.678
256,Cyprus,2017.0,1378000000,3750000,3274000000,22946583375.5508
255,Cyprus,2016.0,1559318481.44531,3286000,2870000000,21046452117.3765
254,Curacao,2020.0,127000000,..,282000000,2496174748.60335
253,Curacao,2019.0,411000000,1293000,706000000,2995185474.86034
252,Curacao,2018.0,452000000,1210000,604000000,3020388826.81564
251,Curacao,2017.0,447000000,1058000,572000000,3009497206.70391
250,Curacao,2016.0,428000000,944000,644000000,3014748603.35196
249,Cuba,2020.0,..,1086000,1152000000,107352000000
248,Cuba,2019.0,..,4276000,2645000000,103428000000
247,Cuba,2018.0,..,4712000,2783000000,100050000000
246,Cuba,2017.0,..,4654000,3302000000,96851000000
245,Cuba,2016.0,..,4009000,3069000000,91370000000
244,Croatia,2020.0,789687194.824219,21608000,5631853027.34375,57624938982.3606
243,Croatia,2019.0,1811000000,60021000,11974000000,61329267533.1316
242,Croatia,2018.0,1741000000,57668000,11348000000,61330483609.8835
241,Croatia,2017.0,1410000000,59238000,10534000000,55937483557.9256
240,Croatia,2016.0,954000000,57587000,9215000000,52391038979.0338
237,Cote d'Ivoire,2018.0,625000000,1965000,551000000,58522477744.7313
235,Cote d'Ivoire,2016.0,491000000,1583000,477000000,48407761031.6758
236,Cote d'Ivoire,2017.0,564000000,1800000,509000000,52512344033.9625
238,Cote d'Ivoire,2019.0,702000000,2070000,550500000,59898479821.1946
239,Cote d'Ivoire,2020.0,315000000,668000,199300003.051758,62982768371.5174
234,Costa Rica,2020.0,697000000,1146500,1479000000,62395610764.0705
233,Costa Rica,2019.0,1330000000,3366000,4282000000,64417670555.7821
232,Costa Rica,2018.0,1198000000,3313000,4073000000,62420164964.6987
231,Costa Rica,2017.0,1322000000,3231000,3758000000,60516044623.4876
230,Costa Rica,2016.0,1055000000,3204000,3776000000,58847019584.9144
225,"Congo, Rep.",2016.0,457000000,213000,42900001.5258789,10219341017.1383
222,"Congo, Dem. Rep.",2018.0,115000000,..,60500000,47568210020.9338
221,"Congo, Dem. Rep.",2017.0,68000000,..,6000000,38019264804.5125
220,"Congo, Dem. Rep.",2016.0,60000000,351000,4300000,37134801548.836
217,Comoros,2018.0,48000000,35900.0015258789,73699996.9482422,1188797449.96036
219,Comoros,2020.0,43000000,7000,18500000,1225039195.93744
218,Comoros,2019.0,53000000,45099.9984741211,72699996.9482422,1195019531.03671
216,Comoros,2017.0,42000000,28000,60599998.4741211,1077439756.12224
215,Comoros,2016.0,38000000,26799.9992370605,50500000,1012835492.51585
212,Colombia,2018.0,5531000000,4397000,6655000000,334198218100.716
211,Colombia,2017.0,5136000000,4056000,5899000000,311866875135.576
210,Colombia,2016.0,4891000000,3675000,5631000000,282720100286.228
213,Colombia,2019.0,5658000000,4531000,6784000000,323031701210.767
214,Colombia,2020.0,1576000000,1396000,1959000000,270150956772.567
201,Chile,2017.0,3093000000,7621000,4115000000,276364936832.331
202,Chile,2018.0,3124000000,6603000,3911000000,295402646018.151
203,Chile,2019.0,3142000000,5431000,3279000000,278493308134.096
204,Chile,2020.0,720000000,..,1034000000,254096103516.324
200,Chile,2016.0,2733000000,6712000,3744000000,249298706449.182
1108,Central Europe and the Baltics,2019.0,38206176898.7308,314638365.070248,65843484713.7794,1674114230083.25
1107,Central Europe and the Baltics,2018.0,37121209259.0195,301502122.473578,64718122568.4512,1648513132166.16
1105,Central Europe and the Baltics,2016.0,27664361996.7322,282858334.211699,51301453985.2399,1316495750803.65
1106,Central Europe and the Baltics,2017.0,32937582263.6381,293799709.735875,58829311855.6386,1461216063229.79
180,Cayman Islands,2016.0,194000000,2097000,708000000,4909322200.00212
181,Cayman Islands,2017.0,271000000,2147000,832000000,5166281293.18715
182,Cayman Islands,2018.0,284000000,2384000,911000000,5530178498.90783
183,Cayman Islands,2019.0,299000000,2334000,964000000,5941896599.57333
1100,Caribbean small states,2016.0,1622542180.11196,17638000,10590877575.243,70977854236.847
173,Cameroon,2019.0,984000000,1021000,681000000,39670976440.3158
