Time,Time Code,Country Name,Country Code,"International tourism, expenditures (current US$) [ST.INT.XPND.CD]","International tourism, receipts (current US$) [ST.INT.RCPT.CD]","International tourism, number of arrivals [ST.INT.ARVL]","International tourism, number of departures [ST.INT.DPRT]",GDP (current US$) [NY.GDP.MKTP.CD],"Population, total [SP.POP.TOTL]"
2017,YR2017,Iceland,ISL,..,..,2353000,619000,24728285177.4603,343400
2017,YR2017,India,IND,21856000000,27878000000,15543000,23943000,2651474263257.15,1354195680
2017,YR2017,Indonesia,IDN,10945000000,14691000000,14040000,8856000,1015618744168.15,264498852
2017,YR2017,"Iran, Islamic Rep.",IRN,12568000000,4531000000,4867000,10543000,486630147094.69,84505076
2017,YR2017,Iraq,IRQ,8093000000,2959000000,..,..,187217660050.676,39621162
2017,YR2017,Ireland,IRL,6616000000,14294000000,10338000,8171000,336377500160.549,4807388
2017,YR2017,Isle of Man,IMN,..,..,..,..,6979791187.09008,83580
2017,YR2017,Israel,ISR,8985000000,7602000000,3863000,7597000,358245427458.541,8713300
2017,YR2017,Italy,ITA,34819000000,46719000000,89931000,60042000,1961796197354.37,60536709
2017,YR2017,Jamaica,JAM,455000000,..,4276000,..,14808984880.5796,2808376
2017,YR2017,Japan,JPN,25774000000,36978000000,28691000,17889000,4930837369151.42,126972000
2017,YR2017,Jordan,JOR,1496000000,5549000000,4565000,1592000,41608435915.493,10215381
2017,YR2017,Kazakhstan,KAZ,2695000000,2356000000,7701000,10261000,166805788966.78,18037776
2017,YR2017,Kenya,KEN,..,1564000000,1449000,..,82036511258.8324,48948137
2017,YR2017,Kiribati,KIR,24569999.6948242,5170000.07629395,7500,..,188540699.145686,120362
2017,YR2017,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,25516321
2017,YR2017,"Korea, Rep.",KOR,34453000000,17173000000,13336000,26496000,1623901496835.79,51361911
2017,YR2017,Kosovo,XKX,..,..,..,..,7180768692.26354,1791003
2017,YR2017,Kuwait,KWT,13722000000,643000000,7407000,..,120687635952.46,4124904
2017,YR2017,Kyrgyz Republic,KGZ,422000000,480000000,4568000,4446000,7702938395.18458,6198200
2017,YR2017,Lao PDR,LAO,930000000,655000000,3869000,3049000,17071162084.4067,6997917
2017,YR2017,Latvia,LVA,..,..,7726000,2055000,30483806017.8321,1942248
2017,YR2017,Lebanon,LBN,5704000000,8086000000,1857000,..,53027680685.8375,6109252
2017,YR2017,Lesotho,LSO,307000000,..,1137000,..,2306741598.79677,2170617
2017,YR2017,Liberia,LBR,..,..,..,..,3390703400,4796631
2017,YR2017,Libya,LBY,2005000000,..,..,..,67157451660.2727,6378261
2017,YR2017,Liechtenstein,LIE,..,..,79300.0030517578,..,6474310909.50636,37889
2017,YR2017,Lithuania,LTU,..,..,5590000,4294000,47758736931.7805,2828403
2017,YR2017,Luxembourg,LUX,2607000000,5472000000,1046000,2346000,65712180342.9842,596336
2017,YR2017,"Macao SAR, China",MAC,1702000000,36595000000,32611000,1391000,50440935654.0075,638609
2017,YR2017,Madagascar,MDG,319000000,849000000,285000,..,13176313593.5509,26169542
2017,YR2017,Malawi,MWI,120000000,35000000,837000,..,8943543677.18899,17881167
2017,YR2017,Malaysia,MYS,12145000000,20311000000,25948000,..,319109103242.055,31975806
2017,YR2017,Maldives,MDV,369000000,2771000000,1390000,..,4754185598.8417,472442
2017,YR2017,Mali,MLI,220000000,206399993.896484,193000,..,15365713059.1057,19311355
2017,YR2017,Malta,MLT,..,..,2944000,633000,13489296992.0001,467999
2017,YR2017,Marshall Islands,MHL,27600000.3814697,18100000.3814697,6000,..,212701200,47187
2017,YR2017,Mauritania,MRT,61000000,24000000,..,..,6800138755.34592,4160015
2017,YR2017,Mauritius,MUS,738000000,2005000000,1371000,283000,13713505998.0391,1264887
2017,YR2017,Mexico,MEX,13647000000,22467000000,99349000,94274000,1158912015259.01,122839258
2017,YR2017,"Micronesia, Fed. Sts.",FSM,..,..,..,..,366666800,110430
2017,YR2017,Moldova,MDA,380000000,442000000,145000,229000,9519053158.46404,2755189
2017,YR2017,Monaco,MCO,..,..,355000,..,6431274937.64707,37044
2017,YR2017,Mongolia,MNG,618000000,462000000,543000,..,11480847740.0839,3096030
2017,YR2017,Montenegro,MNE,91000000,1110000000,1877000,..,4856602178.63413,622373
2017,YR2017,Morocco,MAR,2829000000,9086000000,11540000,1849000,118540574727.552,35528115
2017,YR2017,Mozambique,MOZ,237000000,164000000,1514000,..,13219079497.7055,28569441
2017,YR2017,Myanmar,MMR,136000000,1988000000,3443000,..,61449391917.1276,52288341
2017,YR2017,Namibia,NAM,92000000,449000000,1581000,..,12895153160.466,2364534
2017,YR2017,Nauru,NRU,9000000,3900000,..,..,109355653.690742,11682
2017,YR2017,Nepal,NPL,886000000,712000000,940000,1197000,28971588880.8208,28183426
2017,YR2017,Netherlands,NLD,22301099609.375,21844699218.75,17924000,20763000,833869641687.068,17131296
2017,YR2017,New Caledonia,NCL,..,..,121000,135000,9173669999.59434,270810
2017,YR2017,New Zealand,NZL,4463000000,10594000000,3723000,2853000,206556258844.567,4813600
2017,YR2017,Nicaragua,NIC,365000000,..,1958000,982000,13785890939.4447,6480532
2017,YR2017,Niger,NER,120000000,91000000,164000,..,11185101444.3729,21737922
2017,YR2017,Nigeria,NGA,8194000000,2615000000,..,..,375745732274.676,193495907
2017,YR2017,North Macedonia,MKD,233000000,331000000,631000,..,11307067000.7188,2074502
2017,YR2017,Northern Mariana Islands,MNP,..,..,660000,..,1560000000,50729
2017,YR2017,Norway,NOR,17489000000,6565000000,6252000,8170000,401745275035.261,5276968
2017,YR2017,Oman,OMN,2915000000,2629000000,3178000,6368000,80856697009.1027,4541854
2017,YR2017,Pakistan,PAK,3316000000,865000000,..,..,339205536454.445,216379655
2017,YR2017,Palau,PLW,23299999.2370605,123000000,123000,..,285600000,17837
2017,YR2017,Panama,PAN,1132000000,6827000000,2517000,869000,62202700000,4096063
2017,YR2017,Papua New Guinea,PNG,168600006.103516,15260000.2288818,182000,..,22742696407.5093,9114796
2017,YR2017,Paraguay,PRY,545000000,399000000,4744000,1548000,38997129809.1697,6355404
2017,YR2017,Peru,PER,2893000000,4439000000,4992000,2875000,211007952315.888,31605486
2017,YR2017,Philippines,PHL,12442000000,8349000000,6621000,..,328480738147.1,106738501
2017,YR2017,Poland,POL,9420000000,13925000000,83804000,46700000,524641206562.004,37974826
2017,YR2017,Portugal,PRT,5509000000,21586000000,15432000,2195000,221357874718.932,10300300
2017,YR2017,Puerto Rico,PRI,1072000000,3868000000,4927000,792000,103445500000,3325286
2017,YR2017,Qatar,QAT,12284000000,15757000000,2256000,..,161099122225.275,2711755
2017,YR2017,Romania,ROU,4955000000,3553000000,10926000,19953000,210147181055.277,19588715
2017,YR2017,Russian Federation,RUS,35584000000,14938000000,24390000,39629000,1574199355092.71,144496739
2017,YR2017,Rwanda,RWA,419000000,496500000,1570000,..,9252833678.08916,12230339
2017,YR2017,Samoa,WSM,3900000.09536743,167000000,158000,55000,884844419.778891,207630
2017,YR2017,San Marino,SMR,..,..,1937000,..,1528621195.45849,34056
2017,YR2017,Sao Tome and Principe,STP,..,65900000,28899.9996185303,..,375614126.193877,208036
2017,YR2017,Saudi Arabia,SAU,19065000000,15020000000,18607000,28748000,714994694991.651,34193122
2017,YR2017,Senegal,SEN,295000000,470000000,1376000,..,20996562958.501,15157793
2017,YR2017,Serbia,SRB,1549000000,1706000000,1497000,..,44179075778.9267,7020858
2017,YR2017,Seychelles,SYC,104000000,585000000,382000,74000,1529773286.49646,95843
2017,YR2017,Sierra Leone,SLE,62000000,39000000,59000,110000,3719443317.52413,7677565
2017,YR2017,Singapore,SGP,24588000000,19891000000,17425000,9889000,343272878686.388,5612253
2017,YR2017,Sint Maarten (Dutch part),SXM,100000000,646000000,1640000,..,1191620111.73184,40574
2017,YR2017,Slovak Republic,SVK,2599000000,3024000000,15406000,3870000,95649966260.981,5439232
2017,YR2017,Slovenia,SVN,1641099975.58594,3055100097.65625,3991000,5410000,48589100043.0958,2066388
2017,YR2017,Solomon Islands,SLB,72699996.9482422,79000000,25700.0007629395,..,1469789050.30851,643634
2017,YR2017,Somalia,SOM,..,..,..,..,5609000000,14864221
2017,YR2017,South Africa,ZAF,6068000000,9706000000,14975000,..,381448814653.456,56641209
2017,YR2017,South Sudan,SSD,293000000,26000000,..,..,..,10658226
2017,YR2017,Spain,ESP,..,..,121717000,20274000,1313245330197.66,46593236
2017,YR2017,Sri Lanka,LKA,2409000000,5083000000,2248000,1439000,94376237831.5778,21506813
2017,YR2017,St. Kitts and Nevis,KNA,56000000,355000000,1194000,..,1058944444.44444,47785
2017,YR2017,St. Lucia,LCA,84000000,875000000,1064000,..,1996703703.7037,177163
2017,YR2017,St. Martin (French part),MAF,..,..,..,..,..,34496
2017,YR2017,St. Vincent and the Grenadines,VCT,38000000,215399993.896484,303000,..,844039068.757533,105549
2017,YR2017,Sudan,SDN,29000000,1029000000,813000,..,129718581297.431,40679828
2017,YR2017,Suriname,SUR,99000000,61000000,279000,..,3591679371.03991,587559
2017,YR2017,Sweden,SWE,..,..,7054000,22121000,541018749769.097,10057698
2017,YR2017,Switzerland,CHE,21501000000,20399000000,11133000,22481000,695200833086.499,8451840
2017,YR2017,Syrian Arab Republic,SYR,..,..,1291000,..,16369724433.2751,18983373
2017,YR2017,Tajikistan,TJK,15100000.3814697,171600006.103516,431000,31000,7536403146.68377,8925525
2017,YR2017,Tanzania,TZA,873000000,2265000000,1327000,..,53275968094.8533,56267032
2017,YR2017,Thailand,THA,12676000000,57057000000,35592000,8963000,456356812774.563,70898202
2017,YR2017,Timor-Leste,TLS,137000000,73000000,73900.0015258789,..,1595724300,1243235
2017,YR2017,Togo,TGO,57000000,245000000,514000,216000,6395472028.24361,7852795
2017,YR2017,Tonga,TON,37700000.7629395,48500000,86599.9984741211,..,460374252.206137,105415
2017,YR2017,Trinidad and Tobago,TTO,147000000,717000000,465000,..,23797686961.8447,1478607
2017,YR2017,Tunisia,TUN,871000000,1782000000,7052000,..,42163530590.9462,11811443
2017,YR2017,Turkiye,TUR,5865000000,31993000000,37970000,8887000,858988578709.755,82089826
2017,YR2017,Turkmenistan,TKM,..,..,..,..,37926285714.2857,5968383
2017,YR2017,Turks and Caicos Islands,TCA,..,..,1243000,..,1022365000,39844
2017,YR2017,Tuvalu,TUV,10100000.3814697,..,2500,..,45276606.0014551,10828
2017,YR2017,Uganda,UGA,365000000,954000000,1402000,..,30744473839.7439,40127085
2017,YR2017,Ukraine,UKR,7536000000,2019000000,14579000,27067000,112090503817.399,44831135
2017,YR2017,United Arab Emirates,ARE,17644699218.75,29705500000,21805000,18866000,390516804029.952,9068296
2017,YR2017,United Kingdom,GBR,..,..,41080000,87242000,2683488510504.04,66058859
2017,YR2017,United States,USA,158287000000,233758000000,174291750,148045000,19477336549000,325122128
2017,YR2017,Uruguay,URY,1222000000,2924000000,4219000,1789000,65006047680.3225,3422200
2017,YR2017,Uzbekistan,UZB,2107000000,835000000,2690000,5182000,62081322741.1228,32388600
2017,YR2017,Vanuatu,VUT,19000000,289000000,332700.012207031,26299.9992370605,880061830.96959,290239
2017,YR2017,"Venezuela, RB",VEN,..,..,429000,1079000,..,30563433
2017,YR2017,Vietnam,VNM,5040000000,8890000000,12922000,..,281353626107.245,94033048
2017,YR2017,Virgin Islands (U.S.),VIR,..,1202000000,1954000,..,3794000000,107281
2017,YR2017,West Bank and Gaza,PSE,813000000,225000000,503000,..,16128000000,4454805
2017,YR2017,"Yemen, Rep.",YEM,..,..,..,..,26842231204.8047,30034389
2017,YR2017,Zambia,ZMB,410000000,..,1009000,..,25873601260.8353,17298054
2017,YR2017,Zimbabwe,ZWE,337000000,158000000,2423000,2768000,17584890936.6523,14751101
2018,YR2018,Afghanistan,AFG,226000000,50000000,..,..,18418860354.4238,36686784
2018,YR2018,Albania,ALB,1750000000,2306000000,5927000,5415000,15156424061.9815,2866376
2018,YR2018,Algeria,DZA,542000000,196500000,2657000,5610000,174910891124.491,41927007
2018,YR2018,American Samoa,ASM,..,..,20200.0007629395,..,639000000,48424
2018,YR2018,Andorra,AND,..,..,8328000,..,3218419896.93327,75013
2018,YR2018,Angola,AGO,762000000,557000000,218000,..,77792944471.9494,31273533
2018,YR2018,Antigua and Barbuda,ATG,111000000,854000000,1064000,..,1604770370.37037,91626
2018,YR2018,Argentina,ARG,13084000000,5999000000,6942000,18411000,524819898586.906,44494502
2018,YR2018,Armenia,ARM,1335000000,1358000000,1652000,1623000,12457940705.3088,2836557
2018,YR2018,Aruba,ABW,394000000,2035000000,1897000,..,3276187709.49721,105962
2018,YR2018,Australia,AUS,42439000000,47327000000,9246000,11403000,1428266513154.48,24966643
2018,YR2018,Austria,AUT,14109000000,25413000000,30816000,11043000,454991174096.094,8840521
2018,YR2018,Azerbaijan,AZE,2453000000,2830000000,2850000,4908000,47112479289.4186,9939771
2018,YR2018,"Bahamas, The",BHS,519000000,3756000000,6622000,..,12653600000,401906
2018,YR2018,Bahrain,BHR,2522000000,3834000000,12045000,2868000,37802005319.1489,1487340
2018,YR2018,Bangladesh,BGD,1207000000,357000000,267000,..,321379163135.647,163683958
2018,YR2018,Barbados,BRB,..,..,1356000,..,5097283200,279688
2018,YR2018,Belarus,BLR,1170000000,1221000000,11502000,9326000,60031163987.191,9438785
2018,YR2018,Belgium,BEL,20789000000,10319000000,9119000,13098000,543299066998.892,11427054
2018,YR2018,Belize,BLZ,50000000,..,1697000,..,2315000000,382066
2018,YR2018,Benin,BEN,76000000,175000000,322000,..,14262408079.7005,11940683
2018,YR2018,Bermuda,BMU,334000000,583000000,766000,..,7225977000,63918
2018,YR2018,Bhutan,BTN,79000000,121000000,274000,..,2446867582.27133,762096
2018,YR2018,Bolivia,BOL,1009000000,948000000,1142000,1060000,40287647930.5355,11606905
2018,YR2018,Bosnia and Herzegovina,BIH,378000000,1147000000,1053000,..,20484048415.5019,3400129
2018,YR2018,Botswana,BWA,278299987.792969,584200012.207031,1830000,..,17031943186.1353,2451409
2018,YR2018,Brazil,BRA,22229000000,6324000000,6621000,10628000,1916933708404.16,210166592
2018,YR2018,British Virgin Islands,VGB,..,..,192000,..,..,30335
2018,YR2018,Brunei Darussalam,BRN,585000000,190000000,4521000,..,13567164444.9707,434274
2018,YR2018,Bulgaria,BGR,2247000000,5061000000,12368000,6699000,66399602077.1693,7025037
2018,YR2018,Burkina Faso,BFA,191000000,179000000,144000,..,15890066209.8959,20392723
2018,YR2018,Burundi,BDI,..,..,..,..,2667182198.97925,11493472
2018,YR2018,Cabo Verde,CPV,112000000,520000000,710000,..,2205099509.15921,571202
2018,YR2018,Cambodia,KHM,1080000000,4832000000,6201000,1995000,24571753581.7841,16025238
2018,YR2018,Cameroon,CMR,915000000,633000000,997000,..,39973842058.565,25076747
2018,YR2018,Canada,CAN,..,..,31274000,38069000,1725297938435.76,37065084
2018,YR2018,Cayman Islands,CYM,284000000,911000000,2384000,..,5530178498.90783,64884
2018,YR2018,Central African Republic,CAF,..,..,109000,..,2220979144.52008,5094780
2018,YR2018,Chad,TCD,..,..,63000,..,11239167890.2816,15604210
2018,YR2018,Channel Islands,CHI,..,..,..,..,10422948632.4216,167259
2018,YR2018,Chile,CHL,3124000000,3911000000,6603000,4605000,295402646018.151,18701450
2018,YR2018,China,CHN,..,..,158606000,149720000,13894907485398.9,1402760000
2018,YR2018,Colombia,COL,5531000000,6655000000,4397000,4368000,334198218100.716,49276961
2018,YR2018,Comoros,COM,48000000,73699996.9482422,35900.0015258789,..,1188797449.96036,776313
2018,YR2018,"Congo, Dem. Rep.",COD,115000000,60500000,..,..,47568210020.9338,87087355
2018,YR2018,"Congo, Rep.",COG,..,..,158000,..,13670038019.8594,5441062
2018,YR2018,Costa Rica,CRI,1198000000,4073000000,3313000,1079000,62420164964.6987,5040734
2018,YR2018,Cote d'Ivoire,CIV,625000000,551000000,1965000,..,58522477744.7313,25493988
2018,YR2018,Croatia,HRV,1741000000,11348000000,57668000,2980000,61330483609.8835,4087843
2018,YR2018,Cuba,CUB,..,2783000000,4712000,552000,100050000000,11328244
2018,YR2018,Curacao,CUW,452000000,604000000,1210000,..,3020388826.81564,159336
2018,YR2018,Cyprus,CYP,1569000000,3449000000,4024000,1446000,25597301190.678,1218831
2018,YR2018,Czechia,CZE,6074000000,8283000000,36268000,7390000,249000540729.179,10629928
2018,YR2018,Denmark,DNK,10485000000,9097000000,30801000,7475000,356841216410.068,5793636
2018,YR2018,Djibouti,DJI,..,57000000,..,..,2913466732.12507,1057198
2018,YR2018,Dominica,DMA,28000000,111000000,199000,..,554770370.37037,70823
2018,YR2018,Dominican Republic,DOM,1006000000,7561000000,7551000,514000,85555390385.9812,10765531
2018,YR2018,Ecuador,ECU,1523000000,2279000000,2535000,1402000,107562008000,17015672
2018,YR2018,"Egypt, Arab Rep.",EGY,2897000000,12704000000,11346000,..,262588632526.73,103740765
2018,YR2018,El Salvador,SLV,490000000,1370000000,2536000,1788000,26020850000,6276342
2018,YR2018,Equatorial Guinea,GNQ,..,..,..,..,13097012124.2261,1502091
2018,YR2018,Eritrea,ERI,..,..,..,..,..,3445374
2018,YR2018,Estonia,EST,1647000000,2326000000,6033000,2069000,30624720196.2285,1321977
2018,YR2018,Eswatini,SWZ,43000000,16399999.6185303,1277000,1717000,4666598023.91856,1160428
2018,YR2018,Ethiopia,ETH,612700012.207031,3548000000,849000,..,84269196152.0333,111129438
2018,YR2018,Faroe Islands,FRO,..,..,..,..,3188601035.1907,50955
2018,YR2018,Fiji,FJI,160000000,1370000000,1058000,174000,5581425890.96651,918996
2018,YR2018,Finland,FIN,7223000000,5762000000,3224000,10480000,275708001767.838,5515525
2018,YR2018,France,FRA,59131000000,72518000000,211998000,48069000,2790956878746.61,67158348
2018,YR2018,French Polynesia,PYF,..,..,264000,47000,6135116260.64814,297606
2018,YR2018,Gabon,GAB,..,..,..,..,16867326389.8696,2192012
2018,YR2018,"Gambia, The",GMB,10399999.6185303,174000000,552000,..,1670671340.37966,2444916
2018,YR2018,Georgia,GEO,960000000,3518000000,7203000,3698000,17596922469.9152,3726549
2018,YR2018,Germany,DEU,103502000000,59446000000,38881000,108542000,3974443355019.53,82905782
2018,YR2018,Ghana,GHA,1329000000,996000000,..,..,67298913752.0241,30870641
2018,YR2018,Gibraltar,GIB,..,..,..,..,..,32648
2018,YR2018,Greece,GRC,3910000000,21594000000,33072000,7961000,212049447242.107,10732882
2018,YR2018,Greenland,GRL,..,..,..,..,3055791340.7025,56023
2018,YR2018,Grenada,GRD,42000000,548000000,529000,..,1166514814.81481,121838
2018,YR2018,Guam,GUM,..,..,1549000,..,6056000000,168678
2018,YR2018,Guatemala,GTM,1105000000,1235099975.58594,2406000,1538000,73328369925.8478,16346950
2018,YR2018,Guinea,GIN,411700012.207031,4699999.80926514,..,..,11857030366.4598,12554864
2018,YR2018,Guinea-Bissau,GNB,74599998.4741211,20000000,55000,..,1504630233.68639,1924955
2018,YR2018,Guyana,GUY,..,..,287000,..,4787637005.53638,785514
2018,YR2018,Haiti,HTI,599000000,620000000,1333000,..,16403864521.4121,11012421
2018,YR2018,Honduras,HND,558000000,601000000,2323000,703000,24067750465.9361,9792850
2018,YR2018,"Hong Kong SAR, China",HKG,26498000000,42313000000,65148000,92214000,361731070995.726,7452600
2018,YR2018,Hungary,HUN,3239000000,9618000000,57667000,22805000,160565642983.587,9775564
2018,YR2018,Iceland,ISL,..,..,2488000,668000,26260850582.0687,352721
2018,YR2018,India,IND,25790000000,29143000000,17423000,26296000,2702929639861.5,1369003306
2018,YR2018,Indonesia,IDN,13171000000,17915000000,15810000,9468000,1042271532953.36,267066843
2018,YR2018,"Iran, Islamic Rep.",IRN,9271000000,5252000000,7295000,7243000,327900695065.853,85617562
2018,YR2018,Iraq,IRQ,7855000000,1986000000,..,..,227367469034.031,40590700
2018,YR2018,Ireland,IRL,7541000000,15276000000,10926000,8643000,385736680797.111,4867316
2018,YR2018,Isle of Man,IMN,..,..,..,..,7491654051.08011,83775
2018,YR2018,Israel,ISR,9975000000,8048000000,4389000,8473000,376691526553.276,8882800
2018,YR2018,Italy,ITA,37644000000,51602000000,93228601.5625,61194601.5625,2091932426266.94,60421760
2018,YR2018,Jamaica,JAM,505000000,..,4319000,..,15730791525.65,2811835
2018,YR2018,Japan,JPN,28097000000,45276000000,31191000,18954000,5040880939324.86,126811000
2018,YR2018,Jordan,JOR,1493000000,6221000000,4922000,1501000,43370860704.2254,10459865
2018,YR2018,Kazakhstan,KAZ,2852000000,2651000000,8789000,10646000,179339977517.062,18276452
2018,YR2018,Kenya,KEN,..,1784000000,2025000,..,92202979940.671,49953304
2018,YR2018,Kiribati,KIR,..,..,9000,..,196501504.185186,122261
2018,YR2018,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,25638149
2018,YR2018,"Korea, Rep.",KOR,38022000000,23104000000,15347000,28696000,1724845615629.26,51585058
2018,YR2018,Kosovo,XKX,..,..,..,..,7878762812.20156,1797085
2018,YR2018,Kuwait,KWT,14318000000,919000000,8508000,..,138202309918.726,4317185
2018,YR2018,Kyrgyz Republic,KGZ,451000000,518000000,6947000,6839000,8271106196.04253,6322800
2018,YR2018,Lao PDR,LAO,1005000000,833000000,4186000,3207000,18141651381.3884,7105006
2018,YR2018,Latvia,LVA,..,..,7775000,2175000,34429023435.0205,1927174
2018,YR2018,Lebanon,LBN,6395000000,8694000000,1964000,..,54901519155.6219,5950839
2018,YR2018,Lesotho,LSO,347000000,..,1173000,..,2556247155.56945,2198017
2018,YR2018,Liberia,LBR,..,..,..,..,3422754800,4889391
2018,YR2018,Libya,LBY,2042000000,..,..,..,76686048499.3527,6477793
2018,YR2018,Liechtenstein,LIE,..,..,85300.0030517578,..,6692618410.5125,38181
2018,YR2018,Lithuania,LTU,..,..,6115000,4702000,53751411409.4437,2801543
2018,YR2018,Luxembourg,LUX,2872000000,5642000000,1018000,2510000,71000359760.4599,607950
2018,YR2018,"Macao SAR, China",MAC,1941000000,41478000000,35804000,1780000,55284309690.2698,650991
2018,YR2018,Madagascar,MDG,309000000,879000000,360000,..,13760033282.6071,26846541
2018,YR2018,Malawi,MWI,174000000,55000000,871000,..,9880675785.93057,18367883
2018,YR2018,Malaysia,MYS,13207000000,21775000000,25832000,..,358788833524.945,32399271
2018,YR2018,Maldives,MDV,414000000,3054000000,1484000,..,5300949822.99805,489758
2018,YR2018,Mali,MLI,255000000,231000000,203000,..,17070867577.6666,19934298
2018,YR2018,Malta,MLT,..,..,3232000,728000,15298004130.4975,484630
2018,YR2018,Marshall Islands,MHL,31399999.6185303,20100000.3814697,6800.00019073486,..,219330300,45989
2018,YR2018,Mauritania,MRT,38000000,6000000,..,..,7473550557.07378,4270712
2018,YR2018,Mauritius,MUS,663000000,2161000000,1431000,296000,14735695930.9727,1265577
2018,YR2018,Mexico,MEX,14074000000,23802000000,96497000,86280000,1222405556421.13,124013861
2018,YR2018,"Micronesia, Fed. Sts.",FSM,..,..,19200.0007629395,..,401932300,110929
2018,YR2018,Moldova,MDA,438000000,500000000,160000,264000,11253727815.4762,2707203
2018,YR2018,Monaco,MCO,..,..,347000,..,7194256778.2745,37029
2018,YR2018,Mongolia,MNG,822000000,526000000,598000,..,13178094719.8612,3163991
2018,YR2018,Montenegro,MNE,73000000,1224000000,2077000,..,5506944403.30196,622227
2018,YR2018,Morocco,MAR,2987000000,9520000000,12489000,1923000,127341141871.205,35927511
2018,YR2018,Mozambique,MOZ,135000000,331000000,2870000,..,14845400592.6712,29423878
2018,YR2018,Myanmar,MMR,118000000,1670000000,3551000,..,67144726167.9294,52666014
2018,YR2018,Namibia,NAM,69000000,488000000,1639000,..,13682019171.6627,2405680
2018,YR2018,Nauru,NRU,7100000,1600000,..,..,130995580.092154,11924
2018,YR2018,Nepal,NPL,915000000,740000000,1173000,..,33111525182.7133,28506712
2018,YR2018,Netherlands,NLD,23359300781.25,23919099609.375,18780000,20981000,914043438179.591,17231624
2018,YR2018,New Caledonia,NCL,..,..,120000,139000,9896402295.48329,271170
2018,YR2018,New Zealand,NZL,4603000000,10961000000,3858000,3038000,211886686924.483,4900600
2018,YR2018,Nicaragua,NIC,349000000,..,1412000,974000,13025266513.3167,6572233
2018,YR2018,Niger,NER,141000000,114000000,157000,..,12808661487.4035,22577058
2018,YR2018,Nigeria,NGA,13218000000,1977000000,..,..,421739210176.152,198387623
2018,YR2018,North Macedonia,MKD,282000000,387000000,707000,..,12683068033.1043,2076217
2018,YR2018,Northern Mariana Islands,MNP,..,..,518000,..,1301000000,50304
2018,YR2018,Norway,NOR,18307000000,7280000000,5688000,8110000,439788625883.8,5311916
2018,YR2018,Oman,OMN,3210000000,2874000000,3242000,5975000,91505851755.5267,4601157
2018,YR2018,Pakistan,PAK,2959000000,845000000,..,..,356128167702.894,219731479
2018,YR2018,Palau,PLW,..,..,106000,..,284900000,17864
2018,YR2018,Panama,PAN,1395000000,7139000000,2487000,1020000,67294169234.6291,4165255
2018,YR2018,Papua New Guinea,PNG,134000000,4230000.01907349,195000,..,24109780113.2307,9329227
2018,YR2018,Paraguay,PRY,549000000,393000000,4183000,1266000,40225448651.3062,6443328
2018,YR2018,Peru,PER,3353000000,4505000000,5384000,3078000,222597030191.041,32203944
2018,YR2018,Philippines,PHL,12474000000,9715000000,7168000,..,346841896890.489,108568836
2018,YR2018,Poland,POL,10367000000,15569000000,85946000,48600000,588779850763.487,37974750
2018,YR2018,Portugal,PRT,6427000000,24366000000,16186000,2486000,242313116577.963,10283822
2018,YR2018,Puerto Rico,PRI,893000000,3303000000,4260000,..,100958100000,3193354
2018,YR2018,Qatar,QAT,11754000000,15239000000,1819000,..,183334953818.681,2766732
2018,YR2018,Romania,ROU,6109000000,3879000000,11720000,21039000,243316050520.725,19473970
2018,YR2018,Russian Federation,RUS,38791000000,18735000000,24551000,41964000,1657328764645.93,144477859
2018,YR2018,Rwanda,RWA,390000000,547000000,1711000,..,9636510839.30707,12531808
2018,YR2018,Samoa,WSM,4099999.90463257,192300003.051758,172000,64000,878448439.453724,209701
2018,YR2018,San Marino,SMR,..,..,1874000,..,1655354303.82885,34156
2018,YR2018,Sao Tome and Principe,STP,..,71900000,33400.0015258789,..,412253809.728799,211344
2018,YR2018,Saudi Arabia,SAU,17939000000,16974000000,17570000,27425000,846583785179.856,35018133
2018,YR2018,Senegal,SEN,324000000,557000000,..,..,23116701539.5646,15574909
2018,YR2018,Serbia,SRB,1837000000,1941000000,1711000,..,50640662859.4987,6982604
2018,YR2018,Seychelles,SYC,101000000,611000000,405000,72000,1587813245.28225,96762
2018,YR2018,Sierra Leone,SLE,61000000,39000000,66000,112000,4085114542.06831,7861281
2018,YR2018,Singapore,SGP,25346000000,20416000000,18508000,10378000,376869585632.115,5638676
2018,YR2018,Sint Maarten (Dutch part),SXM,77000000,468000000,1775000,..,1185474860.3352,40895
2018,YR2018,Slovak Republic,SVK,2823000000,3318000000,15299000,4662000,106137924015.591,5446771
2018,YR2018,Slovenia,SVN,1864300048.82813,3377500000,4425000,5409000,54177882425.8421,2073894
2018,YR2018,Solomon Islands,SLB,53000000,92000000,27899.9996185303,..,1615478421.45974,659249
2018,YR2018,Somalia,SOM,..,..,..,..,5856000006.22021,15411094
2018,YR2018,South Africa,ZAF,6348000000,9789000000,15004000,..,404158882459.024,57339635
2018,YR2018,South Sudan,SSD,513000000,12000000,..,..,..,10395329
2018,YR2018,Spain,ESP,..,..,124456000,22287000,1421702715218.01,46797754
2018,YR2018,Sri Lanka,LKA,2487000000,5608000000,2521000,1476000,94493871351.4217,21670000
2018,YR2018,St. Kitts and Nevis,KNA,56000000,367000000,1278000,..,1076922222.22222,47761
